ID,SampleID,StartTimeUTC,EndTimeUTC,StartTimeLocal,EndTimeLocal,TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2,Volume,Chamber,SetupID,a1,b1,c1,d1,e1,f1,a2,b2,c2,d2,e2,f2
4610,4668,2022-09-30 19:00:00,2022-09-30 20:00:00,2022-09-30 22:00:00,2022-09-30 23:00:00,205.82,3548.28,3582,1374,100,1,2208,1374,415.87,990.61,1,24,411.028542544727,-0.0249729503000518,0.000403890424776216,-0.00000395153199253791,0.0000000147788001738695,-0.0000000000181420529225038,414.158980396311,0.00897572309491126,0.000174053293615048,-0.00000261718532475838,0.000000011041841539425,-0.0000000000144695820819081
4611,4669,2022-09-30 20:00:00,2022-09-30 21:00:00,2022-09-30 23:00:00,2022-10-01 00:00:00,205.52,3518.44,3548,1341,100,1,2207,1341,418.03,991.77,2,24,407.051902252369,-0.00492379413107612,0.000258697321134038,-0.00000303227866309731,0.0000000123356756660279,-0.0000000000158401841329033,415.537536181092,0.0184585289535908,0.0000700099794087434,-0.0000017432440617815,0.00000000760027554760045,-0.00000000000967822753116368
4612,4670,2022-09-30 21:00:00,2022-09-30 22:00:00,2022-10-01 00:00:00,2022-10-01 01:00:00,211.58,3647.6,3684,1380,100,1,2304,1380,421.77,990.04,1,24,414.989523500422,-0.0183067365815445,0.000405499338932456,-0.00000425340920361855,0.0000000163097061931894,-0.0000000000202266543324878,419.293513850087,0.015396298259651,0.0000722859418923706,-0.00000151860702680851,0.00000000651461408298656,-0.00000000000826338852242158
4613,4671,2022-09-30 22:00:00,2022-09-30 23:00:00,2022-10-01 01:00:00,2022-10-01 02:00:00,215.21,3684.42,3720,1444,100,1,2276,1444,431.2,990.52,2,24,413.459596463134,0.000880657339760033,0.000277474074861008,-0.00000315363704624365,0.0000000127536591315689,-0.0000000000163267854645595,426.32738232904,0.029291412461301,0.000127339847006795,-0.00000242810491867419,0.00000000983333729380184,-0.0000000000118770082445248
4614,4672,2022-09-30 23:00:00,2022-10-01 00:00:00,2022-10-01 02:00:00,2022-10-01 03:00:00,213.88,3687.29,3720,1409,100,1,2311,1409,441,991.13,1,24,429.966297308523,-0.0124069654117303,0.000492471630692942,-0.00000533573745971252,0.0000000203338842622837,-0.0000000000250710361963593,438.00353423571,0.0152175863638337,0.00033929722674763,-0.00000387471595680586,0.0000000135883338853359,-0.0000000000153552307098472
4615,4673,2022-10-01 00:00:00,2022-10-01 01:00:00,2022-10-01 03:00:00,2022-10-01 04:00:00,200.91,3439.57,3469,1493,100,1,1976,1493,436.49,991.59,2,24,431.385440353079,-0.0164589501615678,0.000531506334407294,-0.00000548050570752985,0.0000000204117659381821,-0.0000000000249372571754972,435.939831097762,0.0205522969558701,-0.000118675513053518,-0.000000226946829725334,0.00000000217683315602703,-0.00000000000267045596028657
4616,4674,2022-10-01 01:00:00,2022-10-01 02:00:00,2022-10-01 04:00:00,2022-10-01 05:00:00,378.65,6527.88,6597,4701,95,1,1896,4701,434.04,989.57,1,24,432.735062181737,-0.0328089920761211,0.000507711214847852,-0.00000542099264785708,0.0000000214082406576615,-0.0000000000274132855654056,432.814074905279,0.0132861302216945,0.0000013025376218595,-0.000000765652901819826,0.00000000339266000238293,-0.00000000000395225807273658
4617,4675,2022-10-01 02:00:00,2022-10-01 03:00:00,2022-10-01 05:00:00,2022-10-01 06:00:00,312.04,5342.12,5389,3493,100,1,1896,3493,436.01,991.24,2,24,423.374033740943,-0.0128700812187091,0.000580210981453439,-0.00000550743674946466,0.0000000196263469256295,-0.0000000000232897286376076,433.261011964356,0.0194201108506219,0.0000511313839232807,-0.00000136566611891626,0.00000000571366144981139,-0.00000000000692898269560347
4618,4676,2022-10-01 03:00:00,2022-10-01 04:00:00,2022-10-01 06:00:00,2022-10-01 07:00:00,228.97,3947.49,3986,1976,100,1,2010,1976,441.87,990.34,1,24,433.6180422784,-0.0125993167521361,0.000216336070870634,-0.00000280459580110651,0.0000000119251419802089,-0.0000000000155227494919573,439.023729519214,0.0237791987144107,-0.0000175656476671926,-0.0000012206807523076,0.00000000657424075144103,-0.00000000000931369413097466
4619,4677,2022-10-01 04:00:00,2022-10-01 05:00:00,2022-10-01 07:00:00,2022-10-01 08:00:00,259.54,4443.33,4484,2424,100,1,2060,2424,444.64,990.95,2,24,434.358160078394,-0.0100475956788116,0.000379099340547721,-0.00000380239036800789,0.0000000139400767311999,-0.0000000000165745311767415,442.654652187147,0.0117437059865351,0.000201186618461146,-0.00000299526451789067,0.0000000122514896206074,-0.0000000000155193906968958
