DataID,TimeStamp,DeviceID,DeviceData
19068805,2022-11-04 20:17:30.199086,18,0.5 93 995.2 -0.4 0
19072405,2022-11-04 21:17:30.226964,18,0.4 91 995.5 -0.7 0
19076005,2022-11-04 22:17:30.239528,18,0.4 92 995.8 -0.6 0
19079605,2022-11-04 23:17:30.218652,18,0.3 92 996.2 -0.7 0
19083205,2022-11-05 00:17:30.229459,18,0.2 93 996.5 -0.7 0
19086805,2022-11-05 01:17:30.183477,18,0.2 94 996.7 -0.5 0
19090405,2022-11-05 02:17:30.186659,18,0 92 997.1 -1 0
19094006,2022-11-05 03:17:30.194604,18,0 89 997.4 -1.5 0
19097606,2022-11-05 04:17:30.179553,18,0 86 997.9 -1.8 0
19101206,2022-11-05 05:17:30.227360,18,0 87 998.3 -1.6 0
19104806,2022-11-05 06:17:30.240831,18,-0.2 90 998.6 -1.5 0
19108406,2022-11-05 07:17:30.236557,18,-0.1 89 999.2 -1.5 0
19112006,2022-11-05 08:17:30.221606,18,-0.1 90 999.4 -1.3 0
19115606,2022-11-05 09:17:30.219785,18,0.1 90 1000 -1.2 0
19119206,2022-11-05 10:17:30.200564,18,0.2 88 1000.4 -1.4 0
19122806,2022-11-05 11:17:30.201531,18,0.2 87 1000.9 -1.5 0
19126406,2022-11-05 12:17:30.204198,18,0.6 87 1001 -1.2 0
19130006,2022-11-05 13:17:30.223707,18,0.4 88 1001.3 -1.2 0
19133606,2022-11-05 14:17:29.723642,18,0.3 87 1001.5 -1.5 0
19137206,2022-11-05 15:17:30.233171,18,0.5 86 1001.8 -1.5 0
19140806,2022-11-05 16:17:30.232237,18,0.3 88 1002 -1.3 0
19144406,2022-11-05 17:17:30.238975,18,0.2 91 1002.5 -1 0
19148006,2022-11-05 18:17:30.227735,18,0.1 92 1002.7 -0.9 0
19151606,2022-11-05 19:17:30.233888,18,0 91 1003 -1.1 0
19155206,2022-11-05 20:17:30.251652,18,-0.1 91 1003.1 -1.2 0
19158807,2022-11-05 21:17:30.315266,18,-0.3 91 1003.4 -1.4 0
19162407,2022-11-05 22:17:30.238908,18,-0.5 91 1003.5 -1.5 0
19166007,2022-11-05 23:17:30.223739,18,-0.5 92 1003.9 -1.4 0
19169607,2022-11-06 00:17:30.257893,18,-0.6 90 1003.8 -1.8 0
19173207,2022-11-06 01:17:30.248958,18,-0.5 89 1004 -1.8 0
19176807,2022-11-06 02:17:30.218841,18,-0.6 91 1004.5 -1.7 0
19180407,2022-11-06 03:17:30.270794,18,-0.8 91 1004.2 -1.8 0
19184007,2022-11-06 04:17:30.220624,18,-0.8 91 1004.4 -2 0
19187607,2022-11-06 05:17:30.236930,18,-1 89 1004.2 -2.3 0
19191207,2022-11-06 06:17:30.228896,18,-1.5 89 1004.2 -2.9 0
19194807,2022-11-06 07:17:30.274975,18,-1.8 91 1004 -2.9 0
19198407,2022-11-06 08:17:30.226938,18,-1.6 92 1004.3 -2.6 0
19202007,2022-11-06 09:17:30.231879,18,-1.8 92 1004 -2.7 0
19205607,2022-11-06 10:17:30.258399,18,-1.7 93 1004 -2.5 0
19209207,2022-11-06 11:17:30.253264,18,-1.4 92 1003.8 -2.3 0
19212807,2022-11-06 12:17:30.291104,18,-1.3 92 1003.7 -2.2 0
19216407,2022-11-06 13:17:30.249122,18,-1.1 90 1003.3 -2.3 0
19220007,2022-11-06 14:17:29.744385,18,-0.8 89 1003 -2.1 0
19223608,2022-11-06 15:17:30.272394,18,-0.6 87 1002.7 -2.2 0
19227208,2022-11-06 16:17:30.285623,18,-0.7 89 1002.5 -2.1 0
19230808,2022-11-06 17:17:30.285684,18,-0.7 89 1002.3 -2 0
19234408,2022-11-06 18:17:30.267408,18,-0.6 89 1001.9 -1.8 0
19238008,2022-11-06 19:17:30.305625,18,-0.5 91 1001.5 -1.6 0
19241608,2022-11-06 20:17:30.276249,18,-0.5 91 1001.2 -1.5 0
19245208,2022-11-06 21:17:30.288607,18,-0.3 91 1001 -1.3 0
19248808,2022-11-06 22:17:30.249614,18,0 92 1000.9 -1 0
19252408,2022-11-06 23:17:30.251161,18,0.2 92 1000.5 -0.9 0
19256008,2022-11-07 00:17:30.240156,18,0.4 92 1000.2 -0.6 0
19259608,2022-11-07 01:17:30.289302,18,0.4 95 999.7 -0.2 0
