TimeStamp,DataID,DataID2,DeviceID,DeviceData
2022-11-01 00:17:30.085852,18701183,18737600,18,1.3 86 988.8 -0.6 0
2022-11-01 01:17:30.060856,18704843,18741200,18,1 89 989.5 -0.4 0
2022-11-01 02:17:30.086667,18708503,18744800,18,0.8 87 989.8 -0.9 0
2022-11-01 03:17:30.051917,18712163,18748400,18,0.7 86 990.3 -1.2 0
2022-11-01 04:17:30.052843,18715823,18752000,18,0.3 89 990.6 -1.1 0
2022-11-01 05:17:30.059789,18719483,18755600,18,0.2 85 990.8 -1.8 0
2022-11-01 06:17:30.076218,18723143,18759200,18,0 88 991.1 -1.6 0
2022-11-01 07:17:30.092167,18726803,18762800,18,0 86 991.1 -1.9 0
2022-11-01 08:17:30.073661,18730463,18766400,18,0 86 991.4 -1.9 0
2022-11-01 09:17:30.076835,18734123,18770000,18,0.5 86 991.6 -1.4 0
2022-11-01 10:17:30.060801,18737783,18773600,18,0.7 84 991.8 -1.5 0
2022-11-01 11:17:30.065297,18741444,18777201,18,0.9 84 991.9 -1.3 0
2022-11-01 12:17:30.073620,18745104,18780801,18,1.4 82 991.9 -1.2 0
2022-11-01 13:17:30.056081,18748764,18784401,18,1.5 82 991.8 -1.1 0
2022-11-01 14:17:29.624405,18752423,18788000,18,1.4 81 991.9 -1.3 0
2022-11-01 15:17:30.118556,18756084,18791601,18,1.4 81 991.9 -1.3 0
2022-11-01 16:17:30.116739,18759744,18795201,18,1.3 80 992.1 -1.6 0
2022-11-01 17:17:30.108189,18763404,18798801,18,1.4 81 992.1 -1.3 0
2022-11-01 18:17:30.120719,18767064,18802401,18,1.3 82 991.8 -1.3 0
2022-11-01 19:17:30.117071,18770724,18806001,18,1.5 83 991.9 -1 0
2022-11-01 20:17:30.107136,18774384,18809601,18,1.6 83 991.7 -0.8 0
2022-11-01 21:17:30.109044,18778044,18813201,18,1.5 85 991.5 -0.7 0
2022-11-01 22:17:30.114147,18781704,18816801,18,1.8 84 991.5 -0.4 0
2022-11-01 23:17:30.112646,18785364,18820401,18,1.9 84 991.4 -0.3 0
2022-11-02 00:17:30.121024,18789024,18824001,18,2 84 991.3 -0.4 0
2022-11-02 01:17:30.154209,18792684,18827601,18,1.8 85 991.3 -0.2 0
2022-11-02 02:17:30.112272,18796344,18831201,18,1.9 86 990.6 -0.1 0
2022-11-02 03:17:30.112387,18800004,18834801,18,1.9 86 990.3 0 0
2022-11-02 04:17:30.121852,18803665,18838402,18,1.8 85 990.1 -0.2 0
2022-11-02 05:17:30.173159,18807325,18842002,18,1.8 88 990 0.1 0
2022-11-02 06:17:30.110723,18810985,18845602,18,1.8 89 989.9 0.3 0
2022-11-02 07:17:30.108961,18814645,18849202,18,1.4 93 989.8 0.6 0
2022-11-02 08:17:30.127445,18818305,18852802,18,1.5 96 989.7 1 0
2022-11-02 09:17:30.126943,18821965,18856402,18,1.9 90 989.7 0.6 0
2022-11-02 10:17:30.113141,18825625,18860002,18,2.2 90 989.8 0.8 0
2022-11-02 11:17:30.173603,18829285,18863602,18,2.4 88 990 0.7 0
2022-11-02 12:17:30.108465,18832945,18867202,18,2.5 87 990 0.7 0
2022-11-02 13:17:30.113706,18836605,18870802,18,2.4 88 989.8 0.6 0
2022-11-02 14:17:29.599271,18840265,18874402,18,2.6 86 990 0.5 0
2022-11-02 15:17:30.142909,18843925,18878002,18,2.2 83 990.1 -0.2 0
2022-11-02 16:17:30.125627,18847585,18881602,18,1.4 83 990.4 -0.9 0
2022-11-02 17:17:26.362588,,,,
2022-11-02 18:17:26.355183,,,,
2022-11-02 19:17:26.380261,,,,
2022-11-02 19:25:20.892565,18859044,18892873,18,0 89 990.8 -1.5 0
2022-11-02 19:26:29.283056,18859114,18892942,18,0 89 990.8 -1.5 0
2022-11-02 19:26:56.060109,18859140,18892968,18,0 89 990.9 -1.5 0
2022-11-02 19:28:58.052922,18859264,18893090,18,0 89 990.9 -1.5 0
2022-11-02 20:17:30.119969,18862225,18896002,18,-0.1 88 990.9 -1.6 0
2022-11-02 21:17:30.116319,18865885,18899602,18,-0.1 90 991.2 -1.4 0
2022-11-02 22:17:30.171293,18869546,18903203,18,-0.3 90 991.2 -1.5 0
2022-11-02 23:17:30.134765,18873206,18906803,18,-0.5 91 991.4 -1.6 0
2022-11-03 00:17:30.107021,18876866,18910403,18,-0.8 92 991.6 -1.7 0
2022-11-03 01:17:30.150577,18880526,18914003,18,-0.9 92 991.7 -1.8 0
2022-11-03 02:17:30.113505,18884186,18917603,18,-1 93 991.7 -1.9 0
2022-11-03 03:17:30.174231,18887846,18921203,18,-1 93 991.9 -1.8 0
2022-11-03 04:17:30.138152,18891506,18924803,18,-1 94 992.1 -1.7 0
2022-11-03 05:17:30.128912,18895166,18928403,18,-1.4 94 992.1 -2.1 0
2022-11-03 06:17:30.111639,18898826,18932003,18,-1.5 94 992.1 -2.2 0
2022-11-03 07:17:30.164902,18902486,18935603,18,-1.9 94 992.3 -2.5 0
2022-11-03 08:17:30.171231,18906146,18939203,18,-1.6 94 992.4 -2.2 0
2022-11-03 09:17:30.142031,18909806,18942803,18,-1.8 94 992.5 -2.4 0
2022-11-03 10:17:30.118106,18913466,18946403,18,-1.6 94 992.7 -2.3 0
2022-11-03 11:17:30.128139,18917126,18950003,18,-1.4 93 992.9 -2.3 0
2022-11-03 12:17:30.129314,18920786,18953603,18,-1.5 92 992.8 -2.4 0
2022-11-03 13:17:30.134850,18924446,18957203,18,-1.2 91 992.7 -2.3 0
2022-11-03 14:17:29.640689,18928106,18960803,18,-1.1 91 992.7 -2.2 0
2022-11-03 15:17:30.203178,18931766,18964403,18,-1 91 992.8 -2.1 0
2022-11-03 16:17:30.172667,18935427,18968004,18,-1 93 992.8 -1.8 0
2022-11-03 17:17:30.171850,18939087,18971604,18,-1.2 93 992.9 -1.9 0
2022-11-03 18:17:30.219698,18942747,18975204,18,-1.2 92 993.1 -2.1 0
2022-11-03 19:17:30.152660,18946407,18978804,18,-1.2 93 993 -2 0
2022-11-03 20:17:30.150806,18950067,18982404,18,-1.2 92 993 -2.1 0
2022-11-03 21:17:30.177468,18953727,18986004,18,-1.4 93 993 -2.1 0
2022-11-03 22:17:30.174571,18957387,18989604,18,-1.6 93 992.8 -2.3 0
2022-11-03 23:17:30.178573,18961047,18993204,18,-1.6 94 992.8 -2.3 0
2022-11-04 00:17:30.172440,18964707,18996804,18,-1.7 96 992.7 -2.2 0
2022-11-04 01:17:29.461210,18968366,19000403,18,-1.7 95 992.6 -2.3 0
2022-11-04 02:17:30.082441,18972027,19004004,18,-1.8 95 992.6 -2.3 0
2022-11-04 03:17:30.163799,18975687,19007604,18,-1.8 96 992.8 -2.2 0
2022-11-04 04:17:30.206777,18979347,19011204,18,-2 97 992.5 -2.4 0
2022-11-04 05:17:30.142521,18983007,19014804,18,-2.1 97 992.6 -2.4 0
2022-11-04 06:17:30.156299,18986667,19018404,18,-2.1 97 992.6 -2.4 0
2022-11-04 07:17:30.207758,18990327,19022004,18,-2.2 97 992.6 -2.5 0
2022-11-04 08:17:30.157506,18993987,19025604,18,-1.8 93 992.9 -2.5 0
2022-11-04 09:17:30.155717,18997647,19029204,18,-1.6 93 992.9 -2.5 0
2022-11-04 10:17:30.141552,19001307,19032804,18,-1.1 91 993.4 -2.2 0
2022-11-04 11:17:30.194366,19004968,19036405,18,-0.7 91 993.4 -1.7 0
2022-11-04 12:17:30.173490,19008628,19040005,18,-0.4 91 993.3 -1.4 0
2022-11-04 13:17:30.177088,19012288,19043605,18,-0.2 92 993.2 -1.1 0
2022-11-04 14:17:29.691888,19015947,19047204,18,-0.1 92 993.1 -1 0
2022-11-04 15:17:30.195792,19019608,19050805,18,0 92 993.5 -0.9 0
2022-11-04 16:17:30.179902,19023268,19054405,18,0.2 92 993.7 -0.8 0
2022-11-04 17:17:30.208442,19026928,19058005,18,0.2 94 994.1 -0.5 0
2022-11-04 18:17:30.206153,19030588,19061605,18,0.2 95 994.5 -0.3 0
2022-11-04 19:17:30.228224,19034248,19065205,18,0.4 95 994.9 -0.2 0
2022-11-04 20:17:30.199086,19037908,19068805,18,0.5 93 995.2 -0.4 0
